PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
5.835339281029754,3.0082540107570304,1.2124455283617876,0.9848522940384072,0.1760178418168343,6.811638623138824,-4.307057343599758,-0.5963364776564284,-3.3323240671825505,1.6964852939340223,3.9774955122014237,0.8957969850789169,-3.0297239887188865,1.4765097136957068,2.356301916775681,-3.387306100405571,-0.02767802519583264,0.8871948031499118
5.599378858223354,0.34786646066976407,1.944230755369218,-0.8841776403132863,-1.2709720766348978,-5.566461203727364,-0.5046637696885544,3.1491282673807715,-2.137121276962498,2.432948385626878,0.690379891519608,-4.143510418242527,-1.4758939712322148,2.386162627220277,1.0752429848753835,0.17247118596680303,0.8754038935535343,2.3580504418046884
5.636282347764452,1.917871190788,1.8169616599982565,-0.01344637988860721,1.5091461795628496,-1.0624834233099487,1.7449847250878023,2.1476118821235692,2.006287867988909,-2.8983968591333014,-0.8247378926410064,1.2513071238735722,1.146182505404726,1.3119920037710353,0.15291171838199447,-0.232971797532549,-1.0442592404024482,0.6922674364526016
5.636994803048653,1.2296361953965202,1.8715316384841438,-0.14838353969031962,-2.0987112730973982,-2.522651156768249,0.5596452851223942,4.688827887870988,-0.663831214727203,-0.7758700919887133,-0.17038231406521287,0.6970737677641956,-0.8267967336440194,1.6955253362134841,-3.7735174520619443,3.717697430870465,2.5542460634548747,-2.251650148200219
-81.85749017309828,4.024705334608422,2.131878259110242,-0.19621496542144148,-0.11008493585309466,5.6043179667359695,-2.3726394004849127,-1.1061012301983355,1.5295852818912612,1.6610436856938784,4.7343357449443095,2.7210301253791673,-2.000603242597664,0.14236618343292498,-3.5241129551056236,-1.272524279548971,0.5504149178012263,-0.24617986841826806
5.536494881929686,-0.6796228035878242,0.915866527029276,-7.772862548250751,1.8723377178715017,0.2110115202497679,5.548296025840139,-3.4747444305859667,2.312866779231167,-6.4068765030604125,7.013239090084548,-0.23342901061759577,0.7023080415923286,1.2890692126390013,0.2735274446265839,-0.42765234697469556,0.3541930447863066,0.5697633282659186
5.586790820288633,1.3915459033029212,1.3802246882291693,-2.7408650010107256,-0.21904249331719447,-2.295982830667523,0.8370281161984335,2.233513845401932,-0.23700048906859392,0.21076458684846228,-1.472970160335115,1.089533332372184,-0.4707372317131757,1.7122730989073638,-0.8747422895748845,0.39207276564878596,1.5418579371273184,1.8708020342775475
5.618798665779178,0.9782666986435316,1.8535456150735143,-1.093509444050131,1.1763797568397019,-0.7233482600974529,3.2810674259365964,1.4489074577961338,0.0049465094072969375,-1.2970294231032349,-2.400384511799473,3.105377524774183,0.33657906128076776,3.4447357482954906,1.392533642734152,-2.067437711259667,-1.7850644573374141,-0.9519850875079356
5.633972623392682,1.7012011113625851,2.160269832036416,-0.20779877926210738,0.7580470377815495,-2.855753316168408,0.607735862519838,1.2933369027864738,-1.1908378000197613,-1.614052962814527,0.4392292965452619,2.6193823734913493,-0.9479074196434794,1.8576935920490143,-3.8728969945826592,0.6429042673864982,0.2137327047358383,-0.7426169826283501
5.5528231950306735,-3.1323956983266625,0.9634489188440013,-0.6083632109876898,-3.1598245873562605,-1.3018831312001469,5.764977428632375,-1.6842177613069258,1.897626244411913,-9.063289364994061,13.161326624087366,-4.729619651778505,4.3581968476369815,0.8971974969231483,-1.9449393333916445,0.6686423052059367,0.7766332275934965,-1.3097857171255955
5.72973804319979,2.3872427942341075,2.2530643657099296,0.299775853777051,0.5596562385464035,-1.8160560405396438,-0.058465587280361324,0.17418315563932776,-0.6910300033736353,-0.8642110152581236,-0.5095115008479185,0.8649438647591465,-0.2910191297511904,-1.2350689222683742,-0.8226462837111536,0.5798568576436678,1.1160094202003086,-0.13435979472042195
5.77780190112595,3.343101178852149,1.3401638638146516,1.2939020720996983,0.7993119857167799,3.0423887424946905,-0.9044477353817284,-3.5803275292912295,0.5251709758887307,0.936292992986489,-1.2029029576238301,0.08257575613541002,1.6175439527073174,-1.241000372527547,-0.07154929607887711,0.14730674552999237,-0.06723197220297615,-0.43169189850763034
5.501315796604386,-7.9380178269090615,0.22605618330426383,0.3539219305956375,2.910412974443739,-2.5385032858077805,-0.7481788923738063,5.718894554444652,0.20887809753445893,-0.8344915867556084,-1.281596738980498,0.857180650529895,-0.5289998147083703,0.07067916309659267,-3.554355360879517,2.0530121224806392,-0.47406129119011575,-0.004268620304069933
5.658151803814681,0.9551108879190878,1.96756772660098,0.8900754634848773,-0.9781921377363786,-1.3552806709055338,1.2676274340089677,1.768673434696571,-1.1050106714327,-2.789902921863959,1.2940751140897213,0.0032612059934551667,0.02508791069293198,1.8026448593429807,-2.5827143139291464,2.934859325340319,1.4479459098407252,-0.5781876897829672
5.262523058729702,-17.486125921024684,-2.370004139773756,0.031806049744210564,5.840695975280541,-3.1331886357762584,-0.9728809512647664,-1.2043044237042697,-0.888694033719574,0.47298339316135474,-2.8732231292015924,2.5149610013700885,0.5467157498476273,1.576335108073716,4.568071312004399,-3.499760490976071,-2.3129215560473346,-1.1993350059673997
6.336253061643228,5.037131634944769,2.724993200536866,70.39226134938858,-6.758171765291772,-7.3356155063463175,4.723007109444582,1.512404578813779,1.508397214902959,-0.9336570412685786,-1.1553819412148438,-0.1684101318046695,0.7966633226420953,1.245789264246788,-0.6406770055283262,-0.9190286677730796,-0.08553984458071627,1.9730220215228071
5.7628406485841825,2.6444937256078394,1.2495780010247948,0.2586441885288233,-0.10027405800608295,1.863052306000112,0.07818122693480759,-3.481452378878721,1.684681441138429,0.8561875845947186,1.229965634762097,-0.17888059863458128,-0.9579799006416579,-1.7446159567865316,-4.124378404587467,2.570090854175992,-0.24108116063346244,-0.10630989028802924
5.679050670197619,2.2999616011807205,2.1628519637682007,0.4294446994847402,0.028614856844707853,-1.6493264684377846,0.7738738773305817,-1.849432578939478,-0.10587262011437605,0.3427444221646558,1.085772909859391,-1.2652174864978134,0.9190196673409499,-1.7581790011368883,4.072427792517664,-1.485205333796692,0.45081696464961324,-0.034567370377194206
5.7742273231538634,3.630307218058508,1.6568503130138035,-0.27392246066151404,0.33589838591024607,3.268735964651933,-0.1574429882916589,-0.6445630646570814,-2.2161664459709045,0.8266428541051316,-0.6512341192291634,0.8186466790997642,4.23060362665264,-3.6690628616478054,0.794303256595517,-0.32345262895101684,2.23571568364628,0.40047842277694967
