UMAP_1,UMAP_2,UMAP_3
6.219527,1.616515,1.8887987
5.1007876,1.05283,4.006905
4.873148,1.520343,4.4455833
5.9253006,-1.1587508,5.7752957
7.5774136,-1.1746849,7.3250523
6.4990177,0.85572684,7.08211
7.905971,-1.7924002,6.9882426
7.3926907,0.4694123,8.305037
6.545216,0.8234672,5.976557
7.358966,1.4400179,5.8842964
7.143701,-0.08038052,5.122327
3.1057105,1.4551498,3.7321734
9.057516,-0.3128238,6.841105
6.194635,1.3583333,2.8085947
12.091958,2.6130083,7.8200254
6.141537,-0.122300304,4.12412
4.3973055,-0.47538218,6.0030985
4.8128066,-0.5153879,5.3215566
5.399864,0.51587754,3.676192
4.7046375,1.2327086,4.0432625
5.510973,1.0294683,6.595293
6.351127,-0.34002373,4.333483
5.3064723,2.490024,4.2617617
5.0949755,1.4171829,4.103748
4.5537276,-0.46321708,5.448567
7.379872,-0.48288408,5.2459216
6.0458026,0.38449985,7.7197723
8.600354,0.18133584,5.5494514
7.875916,0.2889746,6.1500893
6.68512,1.31126,8.190233
5.732809,-0.6680627,5.8933806
9.33526,-1.7217208,8.020372
6.380173,1.0303007,5.7233524
3.777565,4.101849,5.3842006
4.20829,3.2033749,5.0720196
5.427488,2.200766,4.516414
5.757585,2.5372927,5.0090065
3.8623075,2.7090878,2.9393477
8.822545,-0.4187222,7.028736
8.991873,-0.06424992,5.8970323
9.207444,-2.099948,8.559452
4.261879,-0.32280967,5.072413
4.5498176,-0.4923529,6.1352324
7.7586656,0.5846217,7.2220736
6.132801,1.507305,2.2930536
7.337131,1.210916,5.934438
8.021053,-1.9044323,7.126652
6.147307,1.5790428,2.1130939
4.507578,2.2083442,4.390565
8.326721,0.89195234,5.349146
6.1338606,1.2740595,9.260382
5.1005383,1.5303535,4.0568075
8.710585,-0.4099535,8.189292
7.729095,1.3232564,5.314726
5.1202807,1.4309677,4.1966343
4.5801353,1.4596286,4.735947
6.1863866,1.2628865,8.571609
3.8845086,3.9427264,5.3400855
8.82179,-1.8917587,8.618928
3.0383198,1.4388785,3.6970794
6.4566035,-1.3143728,5.180252
5.988062,2.295441,5.383136
5.530564,0.832912,4.1807656
4.782508,1.2913178,5.36657
8.936832,-1.2902018,7.7853174
8.290815,0.8396157,5.513851
5.0724115,0.7218027,5.713719
4.5539193,1.6107023,4.367645
5.2997155,1.4693704,4.1624494
8.173821,0.92507607,5.1654654
7.0920334,1.7995381,4.918796
5.865264,0.7256387,6.8382854
7.8767643,-0.472904,5.8162646
9.173229,-0.47320396,6.585597
7.627116,-1.0274166,7.125305
9.063611,-1.1417624,8.466313
8.038539,0.21304704,5.071373
6.06493,1.324222,9.461958
9.42709,-2.1959507,8.03837
6.0983343,1.3014371,9.416742
5.388471,1.7655857,3.3306708
5.816233,-1.0713696,5.734344
5.803355,1.1813039,8.239888
7.0074506,1.3100017,7.3851094
7.1634216,-0.6263771,4.5531526
6.8662024,0.30147532,5.5923386
4.1891856,-0.18926856,5.0130806
6.904408,0.5867406,7.3271103
6.6810994,1.2015473,4.1642103
6.851538,1.1187855,4.288609
7.6991754,0.20083465,6.0975604
6.6240487,1.0915775,7.5680103
6.112911,-0.9486502,4.8031206
9.477196,-0.6635183,6.6675205
6.8679256,-0.22502817,4.6015396
9.22033,-0.45116258,6.442518
6.8074994,-0.43194544,4.781421
4.354506,1.8147308,4.1731305
6.5018363,1.5235376,7.441461
6.4380956,2.0598798,4.212571
9.815236,-0.25006124,6.9897094
7.970521,-1.8504852,7.1273675
6.409203,1.588024,7.521047
9.156486,-0.17949669,7.8066897
5.6473975,0.23512049,3.6773486
6.968898,1.2032578,6.9526334
4.6687264,1.8222337,3.883451
8.94687,-1.5850456,8.563612
7.1257606,-0.36615774,4.6601152
5.7375016,1.364692,2.8376472
4.802293,1.5647386,4.161171
3.0622807,1.4506993,3.706648
4.8222456,1.6408242,3.9941158
7.3575034,0.0168026,7.086854
4.434962,-0.072308585,5.4888196
3.886023,3.9951844,5.3678746
12.13116,2.6095796,7.757141
5.1768694,1.5711834,5.1712995
4.8703437,-0.2770784,6.1476007
7.200193,1.3841774,6.9810863
8.441058,0.12241146,5.4332232
9.0920925,-1.9822237,8.647439
5.855707,-0.88986033,5.5310326
6.0941734,1.3653988,8.672401
7.7287745,-0.005824766,5.954302
6.344433,1.4077193,8.632409
6.9867883,-0.23048937,4.559622
7.418403,0.025909986,5.7037745
5.175528,-0.43223482,5.311711
5.8995147,1.5894307,7.9647098
6.807288,1.8959887,4.627213
9.895817,-0.42521358,7.500574
6.1621747,1.387747,8.817723
6.8244014,0.7051337,7.89697
8.101835,0.5125628,7.188252
5.897755,1.5599319,5.428219
4.7862597,-0.37456086,5.823054
8.430346,0.6875421,5.2654085
5.916972,0.972866,5.4398327
4.5360427,1.1425843,4.9044695
8.74057,-0.32474494,7.255382
4.567892,-0.2994367,5.757144
7.065436,-0.8821191,5.192507
8.328362,-0.42771432,6.4260426
6.5049715,1.8844554,4.8191442
8.145963,-0.15210438,5.5969334
8.631492,-2.0276387,8.569153
7.370933,0.41175276,6.6325126
5.923851,0.18680269,4.0433793
6.111049,1.5961066,2.1124792
4.3315926,1.9284298,4.0133743
8.185081,-0.14632876,7.0337934
7.5797772,-0.34188038,5.656228
7.2678795,0.19208604,4.309409
9.253399,0.10589458,6.614956
8.753296,-1.5919932,8.401022
8.557853,-2.447618,8.360322
4.438812,-0.48063946,6.0321665
8.194558,0.8842573,5.0280194
7.821263,0.98451364,6.8337893
12.149012,2.6359878,7.759305
6.6933975,0.9751779,6.373168
9.638991,-0.10997188,7.3847623
4.627797,1.2961278,4.439154
5.856944,1.4987007,8.09386
6.618577,1.1492214,6.024791
6.468376,2.061253,4.6392674
6.663546,1.774658,4.7125072
6.4236474,1.2837162,3.5288682
7.0589576,-0.64362097,4.304667
4.3544197,1.8643174,4.553681
7.6797194,0.65020114,4.1574206
4.8428755,2.239,4.649957
7.254401,0.18473272,6.8820286
6.8637023,1.0114466,7.572874
4.830752,0.8330697,4.5769367
5.961403,0.044445526,4.0811734
3.7994022,4.081673,5.375926
5.7493544,0.89198256,6.5290055
8.03528,-0.2820821,6.0900316
6.9813666,0.1056654,4.0526524
4.241435,3.3210928,5.123211
9.145266,0.33255902,6.1733165
7.177776,1.7132418,4.9731684
6.4205117,1.3968655,3.7754884
7.2598796,-0.27512956,4.403419
8.762294,-0.050422832,8.057518
6.905805,1.2390403,6.879448
6.6563964,-0.07722172,5.084566
6.7713876,-0.28107888,4.7294884
4.7386565,0.73438984,5.437961
8.78063,-2.1858077,7.6177006
6.333201,-0.3343515,4.4727316
5.3455367,0.7236766,3.82909
9.391095,-2.1175745,8.100563
5.110786,1.0496503,3.8946478
7.3679566,1.5487711,5.239566
6.47778,-0.8770277,5.141051
5.3664246,0.7936021,3.6052759
9.144953,-2.2154505,8.198216
6.189884,1.5855081,1.9469861
7.26482,1.354486,6.172479
4.478842,1.8399013,3.8079746
7.248644,-0.49289492,6.8698034
7.3606906,0.70127696,7.3868227
7.6857824,0.6925321,7.3317604
6.703369,-0.7537162,5.4188976
5.5710354,0.45091563,7.1094112
7.440796,1.4264266,5.071535
8.73119,-1.6690124,8.572039
2.9927237,1.4562604,3.715403
8.198811,-2.088587,7.210517
5.6807027,-0.18374248,6.3425317
7.158276,-0.2945456,4.9060636
5.6740823,1.0998821,7.9217196
3.8552792,2.7155523,2.9311366
9.226761,-2.2479854,8.042062
8.344382,-0.38355106,5.939713
6.43968,1.1679074,5.8035374
9.092664,-1.3319701,8.369907
6.5714545,1.2822785,4.0555363
8.181797,0.458961,6.286881
5.549387,0.76591635,6.548155
5.23079,1.4317124,3.8427284
5.3926554,1.8735516,3.8339703
8.546169,0.83379376,5.496781
8.652955,-1.9730377,8.48884
7.3876333,0.006448306,5.8538985
4.2320733,3.460265,5.230825
9.80418,-0.43034253,6.9368615
11.726951,2.3616397,7.8661194
7.638598,0.68296075,7.2821984
7.355187,0.63138,5.4674406
4.3917,1.9253298,3.9793642
5.999148,1.4868294,2.5204206
6.565368,1.8482776,5.0825486
7.5592966,0.99143773,5.697862
4.1918855,-0.5157281,5.2741756
5.747805,1.9342685,4.335861
5.965238,0.6977618,5.0322814
6.6846647,2.018978,4.5076413
6.070803,1.3193879,9.469014
9.23106,-1.1937916,8.397283
8.996712,-2.3342757,8.524456
6.483358,-1.297008,5.120945
5.956586,-1.3417982,5.4937973
6.357951,-1.186751,5.651659
7.0646925,0.13782264,6.858964
6.661327,1.1634077,7.508427
8.290028,-0.24418315,8.681351
6.72845,-0.6826811,5.5533724
4.172821,-0.47373852,5.24194
4.7972736,1.053016,4.09515
5.520227,0.99336624,7.540091
6.8574724,0.89842385,5.3754144
8.282501,0.23848723,7.8081875
9.348332,-2.0988855,8.390338
6.1478963,2.0409129,5.5692124
8.35072,-0.16722426,5.5558805
7.132127,0.22832122,6.763614
6.233215,1.8560842,5.733147
5.024994,2.5216393,4.2402067
5.5714555,1.4254216,4.4173813
6.102481,1.4145205,8.449177
7.0000925,0.62897384,8.093131
5.501714,0.9860971,7.502579
9.52478,-0.2054831,7.647419
7.9267297,0.8718351,5.505943
6.299028,1.4549284,8.144515
9.305497,-1.0923169,8.227245
6.0780478,1.3149872,9.449305
8.085996,-1.0921594,6.994491
6.677662,1.135106,3.9991574
6.5190177,1.0552406,7.2141967
4.488103,-0.26562795,5.708061
4.6249585,1.3094833,5.0329366
7.7116513,0.9154323,7.846949
7.9493136,0.8351823,7.7852845
9.862853,-0.63736385,6.9957614
7.288248,0.20396087,5.7354827
4.529061,2.3637247,4.7613406
8.074144,0.69566697,6.6401463
7.184631,-0.65605503,4.740018
4.5961514,-0.45049757,6.180691
4.278188,1.8458111,4.1247
3.0530555,1.4449602,3.7146463
8.046361,0.6861851,4.6027327
4.522742,-0.37781465,5.223943
7.225264,0.62781096,7.2533145
5.0855665,1.274508,3.869204
8.22101,-2.0925548,7.232352
4.9839067,0.9185256,4.5465198
6.9296546,-0.66336155,5.537832
6.7025537,1.8685459,4.7675605
8.165383,-0.30624935,6.609547
10.137064,-0.5787086,7.2358637
9.073352,-2.0650632,8.083274
8.654234,0.34250578,6.0846176
6.4587765,2.0965002,4.1375375
12.034244,2.591979,7.8709893
7.863,0.31156123,7.13433
8.027705,-1.921486,7.1728706
8.227577,-0.53900427,6.0373154
7.711632,0.6493718,4.205578
6.908269,0.7282752,8.06303
4.8463836,1.7305024,3.6892953
6.5125422,-1.0948704,4.7774916
4.1981497,2.4181335,3.264068
6.57936,0.44082233,4.456784
5.192304,1.5636613,3.23415
9.311555,-1.586088,8.294593
8.006427,-1.1615121,7.0726404
9.562383,-0.24454817,7.756653
6.713036,-0.9697133,4.592764
9.57638,-0.5064277,7.2076454
6.2390475,1.9735748,4.356576
7.582235,0.9727297,7.540334
4.657799,0.64108104,5.00291
12.148548,2.598504,7.7040915
7.458361,-0.27446967,4.442483
9.753972,-0.33850256,7.617207
6.0643806,1.3267902,9.477323
7.6929007,-1.0742121,7.144409
4.2473474,3.393501,5.2258296
6.595359,1.2062991,3.2505028
6.004922,0.036704544,3.9258153
7.249185,0.41790986,6.797073
9.81846,-0.67963135,6.9938564
8.417575,-1.9882925,8.320843
7.4182057,-0.47797617,5.518011
7.231383,-0.28098106,4.40069
4.3554254,1.6209189,4.815929
8.165655,-1.0772067,6.917922
6.3619366,0.9909543,6.8246775
8.813053,-0.3744266,8.141506
6.2936125,1.2505271,8.822029
9.125567,-1.432737,7.9286914
8.0948105,0.994822,6.043237
7.2336173,-0.2978829,4.397573
5.9098916,1.5653538,8.154833
7.174232,0.55757457,6.9477577
6.914776,1.1534398,6.9890127
8.331723,0.08530461,5.675611
4.2789664,-0.45835495,5.239212
4.386139,1.7138785,3.9167156
7.029733,-0.31234527,4.7673087
5.4638877,0.7497449,6.3037314
8.312522,0.25586686,5.4347835
7.989255,0.16678846,6.0039525
4.2161956,-0.5051838,5.277847
8.765574,-2.1359422,8.596014
4.768815,1.1131332,4.62787
4.585724,1.7062777,4.766656
6.989777,0.124129005,4.0448523
9.668707,-0.14877011,7.1478095
4.37534,-0.21887088,5.028311
12.136532,2.7324357,7.9433875
8.891806,-0.0014764145,5.7746925
6.9541984,0.15668489,4.014537
7.3237185,0.46693462,8.2384405
5.574957,0.3188721,3.6096895
9.718415,-0.16467579,7.0336933
7.650408,0.27000085,5.4666996
8.418565,-0.42879674,5.9166512
6.818947,1.255074,8.174591
9.485484,-2.2127793,8.310093
7.7134,0.6023221,4.2159257
7.890228,-1.0666834,6.866111
9.109631,-2.1039155,8.5802765
8.467262,0.67287886,5.5953546
4.9339795,2.1066728,4.732321
6.745139,0.45101735,7.237616
6.1116977,0.8993311,5.4016194
8.438757,-0.2159413,5.622854
3.0928893,1.4481776,3.7332153
4.9545493,-0.36987868,6.445824
12.091584,2.705502,7.995836
8.8628845,-1.1438711,8.483264
7.427103,0.32236847,6.402959
6.230946,1.5074209,2.2390618
5.7003574,0.94579226,4.2265196
6.422611,1.1462358,5.6840687
5.2597237,1.9735303,4.5129547
7.599725,0.12297578,6.5552025
3.0051231,1.4356672,3.6929338
4.281577,1.9139395,4.0109854
4.065662,3.7857027,5.4939528
6.45988,0.93213993,5.263793
6.1398644,1.7145517,4.101443
7.609952,-0.1636501,6.014809
8.084716,-1.1081609,6.9853463
7.2826104,1.3108088,7.287516
5.780572,0.7701561,5.419779
6.6054645,1.0086758,7.127905
7.505634,0.64187694,7.1793766
9.741668,-0.28775883,7.1412177
8.177624,0.19118255,7.812882
4.1479344,3.5160708,5.209961
8.088405,0.70986766,4.604733
6.8638134,-0.24697527,6.9837646
5.1139975,1.0585512,5.608824
8.174799,-2.0408034,7.189761
6.289765,1.2105985,7.9370193
4.2448053,1.854436,4.2961073
7.142958,-0.76539546,5.1955943
6.1589866,1.5312864,4.114608
4.8314314,1.0641049,5.645238
9.280654,-0.9676261,7.4821343
6.5053854,0.9796933,6.9754224
8.155028,0.6589074,5.9837704
6.1896977,-1.1227319,5.4968266
6.4488244,0.4284116,7.6393657
8.611606,-2.0886192,8.512779
6.352208,1.9298489,4.7647753
8.779534,-0.4564337,6.959076
6.246998,-1.3171195,5.63774
4.3004594,3.123164,5.0152693
5.2888365,0.8292091,5.6047564
10.178714,-0.5871321,7.1971374
8.475261,-0.48948374,6.072317
12.049217,2.5363762,7.6901765
4.977338,0.919709,4.124156
7.259964,-0.30051437,4.2970767
12.043726,2.5692446,7.8411303
5.1136694,2.4900653,4.367376
6.6193,1.2468725,4.0906153
4.578976,2.1726856,3.497238
5.2958603,1.4149846,5.159148
5.554199,0.3408849,3.57902
8.568703,0.43373552,5.3978467
9.519759,-0.6826596,6.7584496
9.363603,-2.1933029,7.9943194
6.222441,2.1424875,5.4565988
7.816576,0.9991136,6.5058694
9.205817,-2.2288005,8.506216
5.685594,1.72735,3.4873834
6.2585154,1.8458811,5.8517966
4.4777393,0.81981593,4.8527975
8.608744,-0.24581842,7.405187
6.58165,1.5589463,7.2598495
7.682815,-0.48767504,6.0363684
8.970773,-0.464118,6.9286327
6.0645823,0.9469976,5.3793406
10.048035,-0.4395296,7.2480206
7.408814,0.80992746,6.1206427
6.627009,1.9887263,4.23937
7.4458685,0.7960723,7.3171754
7.1359406,-0.7130514,4.683013
4.5251513,1.855177,3.7427688
12.127056,2.6198993,7.74703
5.8660707,2.0415406,4.3084984
6.5334115,2.1317685,4.1567173
9.026669,-2.2833357,8.565747
5.168935,1.9112232,4.399346
8.913735,0.27201623,6.750865
7.2201834,0.20322685,6.9933763
9.146807,-2.2995057,8.383677
4.6305637,2.1985633,4.049392
9.252872,-1.9978669,8.297308
5.230382,2.318416,3.926479
5.0109468,0.99499893,5.857158
4.485603,-0.45695794,5.389096
8.033045,1.0687151,5.3865075
6.014066,1.1884891,8.264789
5.002231,2.1537254,4.670709
7.253627,-0.302594,4.3236647
5.503426,0.8788471,5.859999
6.970751,0.34935668,3.9529114
5.5509763,1.0733898,7.2285843
6.455904,2.0113676,4.526943
8.872535,-1.9277582,8.669048
6.2648473,2.0295482,4.2134547
6.9824214,0.048053026,4.7395577
4.8367367,1.4835529,4.201567
7.556067,-0.44149908,5.5540524
6.1696925,1.5625494,2.0305295
4.377431,-0.6318349,5.8775334
5.601999,0.29813173,3.6001675
6.373795,0.88077146,7.806199
8.110727,0.6556348,5.608754
6.596691,-1.1140953,4.819904
5.972033,0.9016346,8.04793
7.196788,-0.31820437,4.410157
6.4555497,1.3500226,8.66822
8.783792,0.561982,5.7893167
5.6257157,0.95968056,6.3812823
5.8776007,1.5738641,7.9466105
5.558306,0.41380146,3.5470517
8.186076,-0.059765406,4.901459
7.5793147,0.82670575,5.503125
6.482845,1.2105359,5.925413
4.7378817,-0.5848485,5.336659
7.263414,0.57822615,6.5319324
7.6542883,0.49462822,5.89225
9.09185,-2.0610526,8.019221
4.493646,1.1781915,4.7482543
4.523314,1.4254576,4.587793
6.351919,-1.0357717,4.803051
6.0378923,-0.9706612,6.4421024
5.136478,0.9241186,4.0535717
4.3582234,3.2196226,5.086565
6.3250318,0.83196664,4.927146
6.7832565,0.8344801,5.0491405
5.340575,1.8166975,3.78798
5.591299,0.2575823,3.6610196
5.2219424,1.5284468,5.027828
6.1578307,1.5205616,2.1356876
5.5452256,1.7897909,3.6108167
9.0163965,-0.9632731,8.313754
5.9726496,-1.3760887,5.510142
7.391349,0.42624637,8.216854
4.9532514,1.0059948,4.376207
6.4629946,1.3656669,8.591102
6.595594,-1.0643072,4.766343
4.319046,-0.25075975,4.993734
4.210437,-0.30605972,5.078919
6.2280655,1.359751,7.9952703
6.8632717,-0.57545084,5.20238
5.452681,1.0209696,5.044849
4.619435,-0.5165201,6.121057
8.598787,0.103657104,8.168323
7.7853246,-0.34861144,5.643496
6.178153,1.4081748,8.720975
7.1108623,-0.25915366,4.4240913
7.7376966,0.80675197,5.9439635
8.565118,-0.35954142,8.236085
6.039552,1.5035492,8.436481
7.061697,0.30122134,4.0186906
6.846226,-0.40142336,4.9748015
8.988507,0.40880552,6.002277
7.549643,0.3161991,5.7875977
5.8567333,1.3048626,7.7547827
3.903329,3.9000163,5.324484
6.8133903,1.0897835,6.0814323
3.9042737,2.667546,2.9853666
7.271329,0.5418748,5.703285
8.579531,-2.0374954,7.1106486
8.5669,0.6005815,5.448201
3.0211637,1.4391645,3.7075496
7.183825,-0.5736692,4.5493717
8.1660385,0.14122047,5.6320114
6.739004,1.6833212,4.02736
7.4433017,0.6368158,7.2358756
4.171976,-0.41266176,5.196676
5.0607677,-0.6425691,5.688197
5.025325,1.4858879,4.081661
6.9072504,1.1183778,7.6922936
6.0685434,1.3303374,7.8612823
5.4305367,0.85705215,7.356913
7.2379737,1.0514027,7.5616236
8.49328,-1.9940972,8.375806
7.4160533,-0.8837321,7.151653
12.193944,2.7564013,7.9198995
7.985788,0.72093326,5.611463
5.8667655,1.518448,2.551713
8.835552,0.51453197,5.860584
4.016148,3.81389,5.3187027
4.2993727,3.4012935,5.2461224
8.935593,-1.0553132,8.466583
4.1984053,1.9328063,4.0928845
4.902633,0.8389732,4.745705
6.5399995,1.1440148,8.681515
