UMAP_1,UMAP_2,UMAP_3
5.4990163,1.3831736,4.5481224
8.3153105,-0.2484903,8.707321
3.907676,3.914665,5.3257236
5.1104684,1.9546189,4.1240373
4.9807324,1.9689307,4.3617954
7.3525996,0.40204778,6.817964
8.837325,-0.7626179,7.226003
8.996966,-0.7779514,7.7963405
6.4195414,0.81518817,6.728927
8.470187,0.8171984,5.7140408
9.110182,0.2689616,6.427878
7.5522513,0.8456739,7.3720756
5.8957267,-1.285459,5.6689835
9.392228,0.10762844,6.522384
6.2350087,1.6425297,1.8699304
9.443605,0.03060552,6.9619
6.1053123,0.01981362,3.9957817
5.7684484,0.9345818,6.538815
4.710661,1.2385498,5.3627257
6.7234387,1.7744919,5.748403
6.2222486,1.9106876,4.7118745
5.902973,-1.0605941,5.89699
6.7427907,0.737116,7.1355176
8.583622,-0.4918549,8.573321
6.5862565,-0.33903697,7.0882525
5.5025425,1.0145886,3.4667509
9.833395,-0.35849872,7.49855
3.9146228,3.9764209,5.3692827
7.8405643,1.0548841,5.1096125
5.8897295,1.2770479,7.6150084
4.9572577,0.8739665,5.543692
4.242375,-0.40784833,5.1510963
7.2439475,1.141792,7.6847115
5.862536,-1.3337656,5.4277673
6.0366387,1.3471801,9.50099
7.484062,-0.19987701,4.4411316
6.0364976,2.1397855,5.2661147
8.913997,-0.27690136,6.7686396
4.5802393,0.53997827,5.1973157
9.714574,-0.17900291,6.882776
4.7204523,1.1438528,4.112232
7.705875,1.40741,5.3569326
8.327278,-0.075998455,6.2796283
9.294323,-1.5548605,8.670082
5.731778,0.3369785,6.570506
9.313069,-2.2443035,8.169467
5.73548,2.5617433,4.9913645
8.870584,-1.3546463,8.309035
7.198664,-0.1293473,5.160364
7.257349,0.55419505,6.944786
8.759069,-2.0096471,8.640321
7.908041,-1.6653808,7.1561556
6.2028728,1.5905172,1.8625427
6.0157576,1.4209292,2.7423003
4.2619634,1.7040254,4.4065523
6.2549605,1.3635967,2.900284
7.1342235,-0.27899787,4.9540157
7.2391386,1.1330792,8.159739
5.1992393,0.8522839,4.0127664
5.9057765,0.69338715,5.1687183
6.7335854,1.3555821,7.8078413
6.5210795,1.086508,5.745374
5.8680296,0.8414085,4.368408
8.674478,-0.38702756,7.9788203
9.339234,-1.6778909,8.371295
6.204588,1.3972385,2.8922582
6.1771417,1.6251619,7.2153287
6.216949,0.53123355,7.8325324
6.0896525,1.5329796,2.241416
5.362275,-0.1705812,6.366666
8.3001375,0.042343464,5.4157014
3.5666716,1.5232655,3.968252
8.302201,-0.06134617,7.2506204
9.2661705,-2.2397547,8.446571
4.4138074,-0.2559802,5.6266966
4.3473024,1.6751285,4.3127103
6.7340016,0.40812698,4.1847343
9.265724,-0.45620963,6.528457
8.566024,-0.07344547,8.177418
4.375483,1.4784845,4.9420633
6.3334007,-0.7742225,5.136735
7.0384917,0.63819695,5.696034
5.5171576,1.1503608,7.0072093
5.296789,1.2078422,5.6077495
8.397356,-0.12008417,7.830377
8.71207,-1.420326,7.9967103
6.185333,1.8884408,4.712722
9.473099,-0.28664508,7.736419
9.280787,-0.41262814,6.5811367
5.777924,-1.1247896,5.7155447
4.020945,2.5638576,3.1036766
6.535507,1.2068594,5.5995426
9.00305,-2.1619818,8.015246
6.3357797,-1.0001868,6.4713383
7.8097444,0.23836726,6.1656528
7.2499948,0.2501094,6.457475
6.8986053,-0.890787,6.426932
7.762,0.92944604,5.7975116
7.9592752,0.5948617,5.4714346
4.394859,1.7346809,4.2451158
6.2183056,1.9564488,4.752961
4.8914843,1.0322703,5.4542933
9.327871,-1.4366615,8.410198
9.751869,-0.256935,7.505073
4.466595,1.4198264,4.6980433
4.5907116,-0.10634375,5.7910705
9.397301,-1.7094839,8.311504
4.597635,-0.514521,5.4273643
4.2096953,1.915629,4.088199
6.240286,0.976422,4.941192
4.8382044,2.1638954,4.627952
7.8552403,1.2618788,5.4850826
3.815209,4.062208,5.3714414
6.752421,-0.38244185,7.0507655
8.87714,0.15516068,6.2279873
5.7011976,1.3612348,3.1219456
5.6019125,0.31612703,3.526568
7.062941,-0.72165453,6.8020277
9.896835,-0.28745577,7.311987
4.945541,1.03128,5.552739
7.016944,0.8152578,6.026427
3.4495194,1.4687595,3.8715644
8.503542,0.82894117,5.6138115
5.207544,1.9803988,3.5255826
8.671968,-2.0506682,7.6691866
7.8731604,0.51659155,7.089033
8.687056,-2.0618095,7.7780743
7.9709578,0.01017723,5.3605285
8.685131,-0.507004,8.225006
5.440029,1.4045032,3.6965165
5.107752,0.7166059,5.7843757
5.955923,0.9008051,6.5111585
6.493175,1.3502601,6.299976
3.9281888,3.9306083,5.3778076
4.3431187,-0.5739691,5.9566765
12.043592,2.6655805,7.923443
8.782352,-0.62664586,7.1347303
8.277138,0.3320369,4.800607
4.773467,0.6114509,4.863524
6.0396614,0.877017,5.302311
8.87148,-2.0462933,7.8555484
5.364702,1.4039273,3.5512972
9.2867365,-1.5660924,7.961538
9.195595,-2.33141,8.379233
8.160145,-0.52967894,6.3839808
5.2849345,1.5865061,3.1164777
4.192342,2.0889096,4.3085904
9.110784,-0.39496458,6.3952985
9.32257,-1.4177305,8.507302
9.587035,-0.26166755,7.6349735
5.4845366,1.0302635,5.386885
8.556109,-0.33216012,5.7330537
6.7206793,-0.21521828,5.1595526
8.390536,0.9610463,5.453212
6.248298,1.6284491,6.6854234
5.0003314,2.4152236,3.9236116
3.714889,4.188815,5.404161
6.2877913,1.4074557,5.259293
6.6161585,-0.5588957,5.05536
6.5244603,2.1009693,4.1816854
9.189223,-2.0392551,8.616118
6.1751666,1.47342,2.436743
5.536519,0.4107128,3.5346823
5.8052187,1.5052688,3.4301226
6.1835365,1.6119455,1.959528
8.120147,-1.9030008,7.0810685
5.409048,1.9521731,3.60096
7.4910254,-0.42826068,5.2932754
5.1287174,2.3475306,4.5109105
6.505073,1.2700183,7.550923
5.555821,-0.52610457,6.5962873
6.1062264,0.75393355,5.134474
5.874433,-1.3472437,5.436004
7.473159,0.84560955,7.3059516
4.342825,1.8002049,4.6307526
4.8458815,1.7472701,4.440529
4.6323676,-0.48592812,6.1901526
3.848359,2.7213688,2.9244807
9.887074,-0.54978937,7.100039
6.475227,1.3642507,8.550798
7.9146404,-0.1473674,6.0105214
9.801123,-0.4507339,7.5715322
6.85623,1.1588899,7.692243
7.220999,-0.53584075,7.1324625
7.863482,0.99048823,5.164572
6.3677826,0.52998084,7.8935137
6.444368,0.7578361,7.8906198
4.0219154,2.5582182,3.10531
9.893992,-0.22836857,7.090568
12.032725,2.6407778,8.02604
8.435547,-2.0706868,7.3706827
6.1042128,1.400312,8.680952
10.161427,-0.5951851,7.2191815
10.138156,-0.5499547,7.1870914
6.7191405,1.411595,5.596481
9.184343,-1.1763976,8.419743
7.3086357,0.747122,6.791252
4.4304113,-0.47828037,6.008143
5.4532785,1.3129734,4.24653
3.871263,2.6989906,2.9488728
6.4857492,1.1448143,7.77765
4.901539,1.1627306,5.567909
8.37999,-0.3278662,8.704566
5.7515864,0.21171059,3.705131
4.7203,0.685761,4.7762017
8.849792,-0.94442785,8.535976
5.288772,2.4002817,4.1681266
8.729643,-0.41267887,7.1345305
6.056485,1.4662685,8.613363
6.162135,1.5528562,2.1581676
12.030629,2.6401997,7.938337
4.3045673,3.4165082,5.2580185
9.402515,-2.2144706,8.371449
6.4420824,1.2541692,3.0618892
5.6233535,1.9403635,4.3523436
8.488485,-0.3658096,8.015951
8.449692,-1.9092184,7.69561
5.602541,0.31008768,3.5519927
5.8522196,0.7257056,4.5600367
12.135336,2.6168385,7.7766547
5.7053733,1.576962,2.9492092
10.14381,-0.4187443,7.160469
8.230016,0.8464513,5.4233737
5.5534816,0.30850545,3.69039
6.729838,1.1622381,4.119005
4.9894986,2.7562044,4.754029
9.615281,-0.07229349,7.0761805
8.3853,0.3477974,5.3124747
5.7840233,2.506919,5.035106
6.4508634,1.9741541,4.9410095
4.7429676,2.0102794,4.972184
12.191878,2.7944734,7.9838037
6.645167,2.127509,4.422758
6.482698,0.86362326,7.0319595
8.60346,-1.8996345,8.529361
6.036994,0.24924634,7.5470834
7.055682,-0.68339986,4.8289332
6.3156457,1.2296344,8.748253
6.470811,1.5000304,6.6966763
4.214143,1.9283774,4.215872
6.82275,-0.5532898,4.253463
8.689298,-0.2713063,7.6097775
7.416789,-0.5116511,5.2701426
7.932989,0.44830412,4.810595
3.8314567,4.043834,5.3572464
7.1443977,1.1947777,7.374222
4.654598,1.2718478,5.300486
4.2828,3.4030943,5.2527
4.5860214,1.4133335,5.061801
9.000499,-1.9049708,8.257932
7.3929954,1.5548656,5.197054
6.0977597,1.5551515,2.1737988
4.3788033,1.0247765,4.6649413
6.2892146,-0.58564305,6.77546
6.223851,-0.94883806,6.417043
8.628185,-2.2188628,7.5939207
8.473881,-0.4509034,8.564875
7.7535243,0.12856604,8.31744
6.5881276,0.8478306,6.9652786
4.5632334,1.8438089,3.5901074
9.150368,-2.0502033,8.229641
6.235053,1.3784059,8.792079
5.85631,1.7510982,5.058737
4.404973,1.8572421,3.739038
7.8474894,0.946548,6.7672124
5.644451,0.28487003,3.590622
12.11398,2.6524265,7.8476257
5.87081,1.8527521,4.3721733
7.4017515,1.1057268,6.0516186
9.627116,-0.7085823,7.7073193
7.6282463,-0.20989859,5.944307
5.966209,1.4830592,8.479503
6.458239,1.205284,3.1098685
5.931825,1.3194178,2.851139
9.074948,-2.2987952,8.538053
8.95505,-0.98052263,7.9293375
7.9258833,0.4040849,5.5247793
4.2294674,3.5092523,5.2975984
8.101987,0.72909063,4.8125467
7.8519025,0.42824805,5.611427
6.440811,0.7094291,7.893106
7.400477,0.16480894,5.9665394
4.2341347,-0.3323122,5.1573176
5.717872,-0.91033643,5.6476307
6.862879,1.0621245,7.5535154
6.8140492,0.734469,5.3016996
8.641832,-0.73801714,7.7950797
6.339056,0.40647358,7.8052506
4.634945,0.6568852,5.28879
5.3375964,0.2702993,3.87839
6.967051,-0.20584932,4.5044856
6.0388017,-0.97007525,6.3752275
3.7884622,4.097976,5.381316
6.080255,1.3540167,7.928833
12.098406,2.7129924,8.026882
6.466,-1.2792928,5.1676354
3.1683364,1.4499377,3.7911286
12.046988,2.582975,7.837626
8.127137,0.07185092,5.6542435
6.1433268,2.0205154,5.6337385
6.5991583,-0.7267624,4.731526
6.4465017,1.5456506,6.9784293
5.113101,1.2711083,5.742863
7.832656,-0.20374016,5.916402
6.1868534,1.3388902,8.927572
5.2177196,2.4558005,4.3170795
6.0186434,0.94329643,5.2642736
9.356937,-1.8774841,8.324165
6.2659054,1.0290858,7.806127
4.47392,-0.54836255,6.1277575
7.319359,1.3207814,7.3491554
12.086166,2.5793648,7.7664967
7.8076434,1.0256732,5.5093837
8.198254,0.55617803,7.108702
6.1962547,0.88518864,5.234297
6.760989,1.0181409,8.71348
5.6528316,2.3238778,4.6316237
6.954779,1.7629035,5.016816
4.351716,1.7563698,4.3507404
7.645297,0.6500996,4.138088
7.0108786,-0.3414365,4.9817915
6.2984695,1.824868,4.8754215
9.137406,-1.1545511,8.449242
4.699501,1.0480849,5.0168853
8.060453,-1.9175943,7.139688
6.4433064,2.080615,4.126214
6.046514,1.0010436,4.475449
8.63168,-2.1960356,7.3450084
6.0049777,0.0057149446,4.0219717
4.1242967,3.624846,5.2602005
6.403098,1.6965156,6.8811383
4.4819236,0.7859129,4.844078
7.2690415,1.2249414,5.817438
4.4367347,0.9510364,5.009299
8.12993,0.9700433,5.362312
8.057235,0.20876299,5.56406
7.689998,0.46051547,7.0542855
6.963332,-0.6220136,4.239951
7.0431023,1.3478289,7.369042
6.4315777,1.0270785,7.3588114
7.1622396,-0.21067013,7.183477
8.3023205,-0.06739328,5.5086846
6.21089,1.328141,8.0727
11.991792,2.513963,7.82253
8.171059,-2.0725958,7.190608
9.269271,-2.1090357,8.255632
8.834506,-2.1440868,8.59014
7.768951,0.16063738,5.8863163
6.464349,1.6044027,6.5122137
8.337227,-0.74465054,6.1662803
12.106695,2.719972,8.03132
5.189372,1.1719984,4.051847
5.172016,1.8512981,3.8158326
6.36876,-0.88032603,6.1983366
7.8558726,0.7726311,7.761619
5.146702,2.3989391,3.9177797
7.370344,-0.43480876,4.812014
6.4928913,-1.0715714,4.8373585
4.87182,-0.6341303,5.0338793
6.7578573,-0.76245445,5.3506503
7.177574,0.99486345,6.797321
9.042838,-0.7600582,8.067557
7.7836266,-0.3295581,5.694283
5.8110185,-1.3002568,5.4520235
4.3253913,2.1804118,3.4859586
4.9039764,1.9951522,4.833385
4.45996,1.3731481,4.9438944
6.5146456,-1.3929491,5.2285857
9.421033,-2.1207557,8.266272
8.7576475,-0.055326376,7.9456873
8.245126,-0.1800734,5.5480866
7.2242827,0.6296688,6.81751
6.9769063,0.7629058,7.9974103
4.8766575,0.8349869,4.6833687
5.146001,1.8184123,3.5722244
6.4666424,-1.0167972,6.54509
6.6174107,2.1814373,4.4146304
9.913439,-0.33468255,7.4604115
6.7853565,-0.74932224,5.26532
7.0459223,0.68749964,7.380716
8.2542305,0.24959639,7.8425846
5.7984643,1.4993129,7.894779
5.2755227,2.5139225,4.1810956
8.649479,0.65658945,5.6214786
4.6302547,0.6672567,5.267799
5.410207,2.4314344,4.3962255
9.885791,-0.6791533,7.152713
9.152045,-0.34465414,7.9024563
7.915944,0.54570997,6.2657585
8.710597,-0.53026885,8.142738
5.460177,-1.0971473,5.2287884
8.60513,-0.15162705,5.959475
7.7446074,0.7971776,5.8598256
9.92489,-0.3365582,7.168129
4.79238,1.2720937,5.426105
6.639373,0.8702661,7.096403
6.727701,0.9110555,4.9885254
6.9199777,1.2078799,7.270023
4.479227,2.4050603,3.5442562
6.3281045,1.2425895,8.25058
6.912287,0.8099871,5.571165
9.455967,-0.074592315,6.6210113
7.803994,-0.046832945,7.044105
6.8352013,-0.28066188,4.883423
12.113888,2.731736,8.024569
6.0784917,1.3189147,9.447264
8.0449505,0.78894705,4.6007695
8.413025,0.12654105,7.4102454
9.187035,-1.2637875,8.396323
6.4507437,1.8406991,4.9831777
4.8441854,-0.3720121,5.9233727
5.311811,2.4880767,4.1992073
6.404611,1.3051155,8.742323
4.9181666,-0.5796764,6.367338
7.354769,1.0913591,8.038868
8.75913,-1.0637437,8.485229
9.080086,-0.322411,7.4410725
9.063787,-1.9405769,8.312736
6.4905396,2.0730507,4.1687245
3.7247703,4.178103,5.3992567
8.555223,0.63600546,5.864032
4.439121,1.6910081,4.3436046
8.5167675,-0.44440174,8.610596
4.6682215,-0.5194925,5.565411
7.0111566,0.33551934,5.971321
5.8240175,-1.3220394,5.482831
4.994891,0.8639661,4.0324135
6.2421756,1.3746878,7.649825
6.910021,-0.44143045,4.62326
5.700902,-1.1293406,5.6725965
5.0166874,1.0451157,5.9550943
9.231367,-1.5787654,8.398075
5.3041887,0.70603275,6.1511664
6.619699,-1.108381,4.8802996
7.665742,0.07250764,6.8345437
7.3022795,0.24775891,6.155022
7.5691695,0.63920254,4.076586
12.129606,2.6299257,7.7619596
4.295438,2.3924818,3.366926
6.9744735,1.3090031,7.1414337
9.563595,-0.26069826,7.4888678
5.2517295,2.0569656,3.718236
9.354118,-2.2843761,8.39797
7.4581203,0.3300706,6.279319
8.694251,-2.2095673,7.507535
6.1174855,1.592383,7.3508353
5.3600774,2.0213687,4.7925887
7.3364096,1.0921521,6.0630507
9.215059,-0.9937171,8.338525
8.092711,-1.0764548,6.984022
6.346622,-1.1618489,5.1276116
4.487195,0.8942061,4.943392
4.6636186,0.57046145,4.9258213
9.272507,-0.24770588,7.691575
6.069855,1.3218626,9.462845
7.1268716,1.376401,7.4244094
5.472753,-0.6964947,5.633389
8.042549,-1.9263047,7.083017
9.711063,-0.253781,7.5377784
6.8795137,-1.0876101,6.3094335
9.156869,-1.5089644,7.9636936
3.9187653,3.9315252,5.3452034
6.4042864,1.8905486,6.170592
8.138265,1.0310752,5.19568
7.116438,-0.37549597,7.081023
4.517489,1.9655969,4.186821
4.369944,2.7601588,4.853597
9.010484,-1.4409151,8.329084
9.389032,-1.5559263,7.8776565
6.689936,-0.6923592,5.447985
6.344029,-0.2738278,4.428766
9.646566,-0.1175445,7.2849
7.736118,0.89303863,6.5039625
7.806913,0.8540536,7.6975517
5.223404,-0.07651598,6.330838
9.173822,-1.6138685,8.059894
4.822831,1.6095986,4.1993327
6.9697247,-0.37995937,4.5577226
5.8792543,0.2503904,7.5071907
8.298674,0.5162735,5.017957
6.5455437,1.8817341,4.0806785
6.1368303,1.4441841,8.537041
8.685764,-2.116595,7.709914
4.9494233,0.95250964,5.59831
8.850573,-0.480898,6.9087353
7.7704115,1.2626699,5.350267
5.813616,-1.0348618,5.998241
4.3022203,1.874352,4.0142183
8.636285,-0.36974645,7.01717
4.3084726,1.5599641,4.719372
6.3294997,2.054475,5.4922724
6.4765377,1.6125772,6.1822214
8.126363,1.0065556,5.315055
9.693478,-0.5077965,7.0936728
7.7721305,0.8823412,6.6930733
4.3049912,-0.5980669,5.8257875
8.319217,0.2658905,4.8337965
7.263264,1.3638443,6.2320476
5.804147,0.1949813,3.7207012
5.5505376,1.1486944,7.042269
9.464683,-2.0658302,8.222894
5.779653,0.9178101,5.414906
8.337652,0.15556803,5.865062
2.9982474,1.4295713,3.6781876
6.0068264,0.8556768,5.1130424
5.9717774,0.31440485,7.740838
4.6087947,1.8281164,5.0549273
5.4988346,0.8058462,4.091522
5.907513,1.5872463,8.101222
5.087756,0.74613124,4.1709538
4.668278,2.1736393,3.558674
5.255187,0.94154185,4.0849457
6.976003,-0.6266392,4.248284
5.3118925,1.8333498,3.7116263
7.8183823,1.0097365,6.1192513
7.2691255,0.65453583,6.795747
6.701768,-0.79992104,5.3521433
9.422544,-0.24534495,7.7552495
6.1684523,1.2988263,8.068616
9.441749,-2.1248896,8.10931
8.342398,0.3937086,5.4699926
5.9704633,2.3223395,5.251689
9.33581,-2.1263115,8.271446
6.5114107,1.5270506,6.7573156
6.5938597,1.2618407,4.074431
5.919511,-1.3243327,5.400553
7.454192,0.65561926,4.0313845
6.283998,1.111926,5.173501
9.073749,0.37096065,5.9971447
8.154786,-0.39317235,6.2416234
5.851361,2.49911,5.0279303
6.689647,1.3395956,8.297919
6.8348613,0.6944099,7.6997952
6.6295815,1.2740712,7.9819527
7.273745,-0.417422,4.3551936
6.1086802,1.0736878,4.1958327
8.156919,0.61546445,5.0533595
6.7379622,0.82671845,6.8514595
6.726064,-0.3592337,7.035497
4.356951,0.98569006,4.7688284
6.6327395,1.3401024,8.240147
6.704828,-0.47953063,5.4193835
8.653159,-2.164677,8.399061
7.4698653,-0.9188924,7.1201425
8.89119,-0.30629587,7.345221
6.584322,2.1294992,4.6672473
6.2990713,1.8509711,4.832484
7.8317623,0.89445573,6.402619
6.177446,1.4096684,7.945978
6.6667666,1.1206472,4.2303367
6.0884485,-0.9183996,6.465706
7.2995033,-0.30818617,4.3743668
7.5063825,-0.42542538,5.5224648
7.1915293,1.461793,5.343502
6.6141624,1.1114876,8.730101
4.601029,1.386274,5.2246656
9.071108,-2.3657246,8.513117
8.481821,-0.3291623,5.7227793
8.405017,0.7719763,5.5146165
6.2770815,1.6446086,6.0928154
4.9229136,0.9264539,4.1347313
7.053429,1.1931764,8.200569
9.196521,-0.297322,7.953725
6.2331343,1.6292349,1.8669037
5.9138527,1.4901959,8.555853
6.7700505,1.4425142,7.7988615
6.2291574,1.1095327,5.644016
4.4932175,2.3155868,3.4875588
4.9240923,-0.7257582,5.4522943
6.9871497,0.78917575,7.9253497
9.455131,-1.8438745,8.208886
9.093211,-2.0578554,8.4553995
6.3520155,0.9227019,5.3709054
6.4325795,2.0316436,4.9986677
7.468474,0.31984442,6.632075
7.5136747,0.57537264,6.5325212
7.774913,-0.41537565,5.7670326
6.388052,1.2345315,7.680775
8.332872,0.80480355,5.2746425
9.083788,-1.5364335,7.814211
4.8675895,1.8827915,3.700415
8.745067,-0.77363026,7.985675
4.6557555,1.1232332,5.33142
6.085697,1.5139157,2.1825035
7.473571,1.4447141,5.415406
5.0787625,1.8254557,4.1312118
9.15945,-2.1681201,8.5856905
7.2672687,1.4625397,5.430608
5.0220656,2.8467627,4.8856797
9.056167,0.14594106,6.689804
7.850224,0.7071032,5.5048943
6.6195645,-0.9377451,4.920694
6.783347,-0.7040642,5.0880823
4.586908,-0.4831772,5.129691
7.8714237,0.76759666,5.8941283
8.516693,-2.430039,8.404483
6.647895,2.0993338,4.515683
5.757971,1.3997958,2.8201168
8.747187,-0.46511367,7.0797763
6.967145,0.747536,7.6594176
5.9879603,-1.3753698,5.480692
7.0534964,0.1262922,6.9985294
5.2778673,1.8550278,3.5396478
7.18325,-0.36113256,4.361624
8.8713,-1.8653115,8.616882
7.136422,0.7373557,4.9543796
6.451538,1.7184856,4.4287567
9.862129,-0.35672808,7.53783
4.381237,-0.63525546,5.731353
6.621234,1.1525694,7.466909
8.192314,-0.11702075,7.839319
6.1245117,1.6033348,2.0932653
6.524304,2.1130474,4.1758533
7.950947,-1.8325654,7.067119
5.8802466,-1.326009,5.399564
7.2474103,0.1118454,6.895038
8.128252,-0.040211488,4.868715
4.738938,1.3363163,5.3321223
6.379773,0.94607806,6.8225036
7.66724,0.8957578,5.820847
6.014914,1.0304723,6.332677
8.741103,-2.1095679,8.553622
6.143349,2.1622272,5.23058
8.628947,0.576155,5.8414454
7.1302686,-0.8169611,6.8301725
12.052316,2.5443108,7.797319
6.001764,0.39534536,7.60418
6.5926223,-0.80410707,5.1092386
6.5664835,1.8662559,4.8869143
5.7527103,2.545693,5.016273
6.1305947,-1.0078248,6.457877
10.084082,-0.3533168,7.1411576
8.295553,0.9673557,5.473584
4.4328737,-0.066957615,5.4298987
4.348073,-0.56673306,5.936427
6.2047987,-0.2138995,4.208883
7.438548,0.47297102,4.786111
5.7038264,1.5827591,2.647966
6.902686,1.2459197,7.926379
7.051517,-0.6452732,5.922302
8.240234,0.8767657,5.4726005
6.2151246,0.9157825,5.1906285
8.055619,-0.35659876,5.8996773
8.665234,-0.9175578,8.035867
4.8264685,1.0699778,5.2599835
5.7321563,1.463629,4.4599333
3.7456303,4.1542153,5.3904786
9.546806,-0.6929757,6.7566833
4.8471546,2.195281,4.6954427
6.039805,-0.004033922,3.9956772
7.844615,-0.15578656,5.906565
5.946147,-0.027108379,7.378767
6.243865,-1.0578903,4.7895517
8.721156,-2.073937,8.375072
5.826733,-1.0738412,6.017018
4.2342157,3.473432,5.2581544
4.366098,-0.42226592,5.8836813
7.26107,0.031564724,6.9344664
6.2722816,1.9274473,4.9710374
5.4022813,1.7938824,3.450216
6.0153613,1.4331435,2.8220046
7.642179,-0.591072,5.4571977
4.244325,1.8454027,4.178231
7.224406,-0.82845116,5.4728804
8.690376,0.3626009,6.083433
9.461352,-0.2418648,7.7347007
9.323771,-0.4731446,6.534113
5.4852304,1.2220939,5.6442757
9.494973,-0.026422037,6.5673122
9.928622,-0.34409115,7.506169
9.368753,-1.7709471,8.269793
6.651823,2.039663,4.355472
9.02116,-1.0403877,8.541917
6.310217,2.0320265,5.424901
7.368031,0.7875882,7.200136
4.311251,-0.29982638,5.24028
5.656361,-0.2116866,6.9909563
6.7971954,1.3125352,6.2013497
8.876798,-0.22827852,7.102907
7.5282397,-0.13205181,6.0636396
6.4482718,1.9141836,5.0721383
6.548588,1.3636695,8.526665
7.775483,0.4962638,7.0732813
4.7884154,1.1670537,5.0331545
8.59165,-0.6358492,8.669492
7.650773,1.055672,5.2021484
4.378712,-0.37412277,5.206452
5.5530953,0.3181689,3.5878305
4.7450376,0.6708694,4.990459
12.111697,2.5959253,7.779811
3.8567781,2.7131839,2.9334116
8.843272,-1.7661546,8.623776
4.4214463,1.2786417,5.2318544
8.636898,0.05424532,8.050455
8.440116,-2.3136609,8.393201
6.598503,-0.4665143,4.269061
9.317211,-1.4570792,8.524727
5.9346857,0.9502642,6.5713415
8.152154,0.74326605,4.7680774
7.5294394,1.2021613,7.341232
6.558763,0.7807236,7.880956
5.093777,-0.17629427,6.633955
6.654889,1.2108849,4.156987
5.752777,0.88824725,6.5444274
8.565724,-0.03403205,8.308299
8.398582,-0.32349846,5.678701
7.3099904,0.12467166,7.151099
6.9007444,-0.46468785,7.1336493
4.732543,1.4159478,4.066281
6.1459227,1.9338112,5.708896
5.305389,2.4015558,4.229806
6.6660886,-1.000362,4.9535904
6.4862785,1.2825967,6.272621
4.885912,0.9242892,4.4998665
5.3731046,1.836102,4.2435985
9.175977,-0.44381058,6.529816
5.253556,1.908407,4.077118
4.840541,-0.49707088,5.3509026
4.856414,-0.6208686,5.6450987
6.3345556,1.6601075,6.21038
5.9522457,1.4776484,8.258587
7.186506,-0.2892337,4.3179207
6.4863353,-1.0356393,5.183389
6.4065504,-1.0189112,6.546691
7.730897,1.346429,5.284341
5.9139266,1.3911186,6.4230633
6.209642,1.1470819,7.6019917
7.5363827,0.2821874,8.287148
9.88118,-0.6604938,7.05538
8.874131,-0.86011714,8.3455
4.4109173,-0.07744757,5.568539
5.466317,1.0961901,6.931732
9.370579,-2.2982113,8.262568
6.6833324,-0.6948432,5.7368813
9.580053,-0.019659597,6.994813
4.361684,-0.41397247,5.374453
7.16625,0.3218632,7.0399714
5.931005,0.67236334,4.7377844
9.440809,-2.2134955,8.078943
6.580158,0.88259035,7.2340813
6.5738883,-1.3633219,5.207962
6.794096,-0.7781813,6.745681
12.134266,2.6185517,7.7926016
7.5174766,-0.46496296,4.6132817
9.037652,-2.2858639,8.6007395
5.8010683,0.566369,4.8433332
7.0903654,-0.5241052,6.8981686
5.9232507,1.2950907,7.8873096
9.357399,-1.6799088,8.380749
6.6533084,-0.7608364,6.2333293
12.127307,2.6569376,7.8615236
7.288121,-0.30968538,4.3761153
9.225165,-1.4535425,8.342157
10.068409,-0.46721354,7.221285
7.903372,-0.24147226,5.655062
6.9371285,1.373958,7.089038
5.0468554,0.9963924,6.041896
4.6416783,1.5253038,4.7915335
7.080843,0.69716316,7.3762155
9.137988,-0.9658048,8.344877
5.160942,2.13841,4.1018476
6.0843945,0.96210855,6.676402
6.11022,0.9901933,8.099564
7.067615,0.33994552,6.0225296
4.2261643,-0.2840881,5.0863576
6.519885,0.0484913,4.895845
5.545572,0.32499623,3.5915096
9.049276,0.35466662,5.946828
7.264879,-0.46971622,4.984745
8.516156,-0.6083639,7.777764
4.302365,3.4822922,5.294096
8.593529,-2.4259987,8.339855
8.130983,0.7267869,4.7302766
4.2925396,1.8625258,4.8502274
5.178361,2.4841597,4.1383696
4.6768575,0.67335045,4.955686
4.4071145,1.7745291,4.19124
7.114698,1.5635712,5.4628315
4.514435,1.4306036,4.5207996
6.432516,1.6673654,6.1593513
7.899408,-1.7606808,6.9510107
5.938645,1.5522002,2.377224
4.692778,1.9608833,5.0265727
6.0012445,1.3829522,8.632313
7.140938,1.1811543,6.0130963
9.323704,-0.25916713,7.8110747
6.4423695,-1.0237164,4.896583
12.028238,2.6260583,7.9170203
5.8110623,0.16955116,3.7643733
8.456083,-0.40856054,8.632606
4.442998,0.81810457,4.899766
6.217558,1.5095822,2.8805141
8.708887,-0.023297198,8.006514
3.0823672,1.4667226,3.6988232
6.4968057,2.007172,4.8899307
4.9801726,0.94707376,5.6176805
7.5956597,-0.24810304,4.7104278
8.122421,0.881274,4.9848795
5.011966,1.7500454,3.7612429
5.6214223,1.0776312,5.184709
6.6134634,-0.9208218,4.9017377
4.439146,2.194096,3.5832474
8.726889,0.34634644,6.998648
9.06828,-2.0763018,8.0613
9.097148,-1.3035953,8.395303
7.82501,-1.1330326,7.2484603
4.11948,-0.45427215,5.214034
8.747714,-2.2711709,7.419975
5.4369955,1.0151184,3.523559
9.213648,-0.47343582,6.514888
8.827033,-1.931654,8.633722
5.173128,0.8859458,6.1913347
4.8297014,1.29743,4.112432
